DOEID,REGIONC,DIVISION,state_postal,BA_climate,TOTALBTU,TOTALDOL
101897,SOUTH,West South Central,TX,Hot-Humid,132901.24,3511.82
101898,NORTHEAST,New England,CT,Cold,32920.8,1995.79
101899,NORTHEAST,New England,NH,Cold,107518.69,4030.52
101900,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,59584.63,1305.65
101901,WEST,Mountain North,ID,Cold,123538.81,4557.15
101902,MIDWEST,West North Central,MO,Mixed-Humid,53816.48,1967.35
101903,SOUTH,West South Central,TX,Hot-Dry,52863.0,1545.84
101904,WEST,Pacific,CA,Marine,100156.02,2853.9
101905,SOUTH,South Atlantic,SC,Mixed-Humid,73052.64,2049.25
101906,SOUTH,East South Central,AL,Mixed-Humid,67244.03,1861.18
101907,SOUTH,West South Central,TX,Hot-Dry,96347.74,2034.13
101908,WEST,Mountain North,ID,Cold,118258.03,1241.51
101909,SOUTH,West South Central,AR,Mixed-Humid,83729.9,1911.9
101910,WEST,Pacific,AK,Very-Cold,198739.71,3470.12
101911,WEST,Mountain North,ID,Cold,80920.31,1255.73
101912,MIDWEST,East North Central,IL,Cold,131526.98,2007.15
101913,WEST,Mountain South,AZ,Mixed-Dry,95503.87,1551.96
101914,SOUTH,West South Central,AR,Mixed-Humid,136573.48,3015.63
101915,WEST,Pacific,OR,Marine,32612.01,934.97
101916,WEST,Mountain North,CO,Cold,42635.09,1437.14
101917,SOUTH,South Atlantic,MD,Mixed-Humid,63869.84,2266.45
101918,SOUTH,South Atlantic,DC,Mixed-Humid,20385.05,642.66
101919,WEST,Mountain North,ID,Cold,108999.88,1312.09
101920,SOUTH,West South Central,TX,Hot-Humid,20671.34,737.85
101921,SOUTH,South Atlantic,NC,Mixed-Humid,93300.08,1962.2
101922,MIDWEST,East North Central,WI,Cold,68354.2,1339.67
101923,SOUTH,East South Central,MS,Mixed-Humid,119374.55,2158.82
101924,SOUTH,East South Central,MS,Hot-Humid,59975.82,1459.04
101925,WEST,Pacific,HI,Hot-Humid,29047.32,2437.11
101926,MIDWEST,West North Central,MO,Mixed-Humid,104288.99,1613.27
101927,SOUTH,West South Central,TX,Hot-Humid,102927.19,2458.71
101928,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,230253.79,4856.72
101929,SOUTH,South Atlantic,WV,Cold,107163.97,1679.66
101930,SOUTH,South Atlantic,VA,Mixed-Humid,79406.86,2521.42
101931,SOUTH,West South Central,TX,Hot-Humid,97607.59,2240.92
101932,WEST,Mountain South,NV,Cold,125649.61,2227.78
101933,SOUTH,South Atlantic,NC,Mixed-Humid,37069.45,1218.88
101934,NORTHEAST,New England,CT,Cold,91955.06,5288.73
101935,WEST,Mountain South,AZ,Hot-Dry,79485.51,2657.06
101936,SOUTH,East South Central,MS,Mixed-Humid,46878.29,1292.16
101937,SOUTH,South Atlantic,VA,Mixed-Humid,102479.05,3508.25
101938,WEST,Mountain North,CO,Cold,104796.74,1993.05
101939,SOUTH,West South Central,AR,Mixed-Humid,34165.9,1012.27
101940,NORTHEAST,New England,VT,Cold,68932.08,2282.36
101941,SOUTH,East South Central,TN,Mixed-Humid,44203.98,786.34
101942,WEST,Pacific,CA,Hot-Dry,24909.23,512.27
101943,WEST,Pacific,CA,Hot-Dry,34264.72,1185.89
101944,SOUTH,West South Central,TX,Hot-Humid,24191.38,797.38
101945,WEST,Pacific,WA,Cold,45409.7,799.66
101946,WEST,Pacific,CA,Hot-Dry,42355.74,1834.29
101947,SOUTH,East South Central,AL,Hot-Humid,18437.41,727.93
101948,SOUTH,East South Central,TN,Mixed-Humid,37399.67,1347.17
101949,MIDWEST,West North Central,ND,Cold,79828.12,1374.16
101950,SOUTH,East South Central,TN,Mixed-Humid,386991.41,6846.2
101951,MIDWEST,East North Central,IL,Cold,158612.98,2683.3
101952,MIDWEST,East North Central,OH,Cold,66758.88,1382.76
101953,SOUTH,South Atlantic,WV,Mixed-Humid,98090.38,1550.6
101954,SOUTH,South Atlantic,SC,Mixed-Humid,99156.63,2913.03
101955,WEST,Mountain South,AZ,Hot-Dry,118249.15,3325.98
101956,SOUTH,South Atlantic,MD,Mixed-Humid,92754.09,3026.77
101957,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,113264.43,4222.82
101958,MIDWEST,East North Central,OH,Cold,114267.57,2126.01
101959,WEST,Pacific,CA,Marine,195216.65,6621.02
101960,WEST,Pacific,OR,Marine,85543.1,2824.65
101961,SOUTH,East South Central,KY,Mixed-Humid,109365.56,2315.34
101962,SOUTH,South Atlantic,FL,Hot-Humid,55090.23,331.93
101963,WEST,Mountain South,NM,Cold,171609.18,3218.44
101964,WEST,Mountain South,NM,Cold,32893.51,1582.38
101965,MIDWEST,East North Central,IN,Cold,185253.49,2399.01
101966,SOUTH,South Atlantic,FL,Hot-Humid,52339.16,1701.9
101967,NORTHEAST,New England,MA,Cold,69616.39,1828.9
101968,SOUTH,East South Central,KY,Mixed-Humid,12663.8,652.74
101969,NORTHEAST,Middle Atlantic,PA,Cold,46831.1,1669.96
101970,SOUTH,East South Central,KY,Mixed-Humid,135038.21,2694.46
101971,SOUTH,West South Central,LA,Hot-Humid,47558.04,1406.12
101972,SOUTH,South Atlantic,FL,Hot-Humid,45805.39,1489.45
101973,WEST,Pacific,CA,Marine,40686.34,1197.39
101974,NORTHEAST,New England,MA,Cold,153076.87,4548.72
101975,WEST,Pacific,AK,Subarctic,112348.66,3219.01
101976,WEST,Mountain South,NM,Mixed-Dry,43365.19,871.57
101977,WEST,Pacific,CA,Hot-Dry,58660.72,1302.45
101978,SOUTH,West South Central,TX,Hot-Dry,68896.94,1270.21
101979,WEST,Mountain South,AZ,Hot-Dry,11004.99,689.16
101980,NORTHEAST,New England,CT,Cold,151348.76,2658.12
101981,MIDWEST,West North Central,SD,Cold,87539.61,1225.92
101982,WEST,Pacific,WA,Marine,70535.69,1158.37
101983,SOUTH,South Atlantic,DC,Mixed-Humid,42612.4,1267.07
101984,WEST,Pacific,CA,Marine,45802.01,1287.66
101985,WEST,Pacific,WA,Cold,35963.94,396.52
101986,SOUTH,West South Central,TX,Hot-Humid,67515.52,1677.0
101987,WEST,Mountain South,AZ,Hot-Dry,18417.98,923.37
101988,SOUTH,East South Central,KY,Mixed-Humid,54226.37,1775.7
101989,WEST,Pacific,WA,Marine,134389.23,2217.54
101990,MIDWEST,West North Central,IA,Cold,88580.28,1375.05
101991,WEST,Pacific,CA,Hot-Dry,99005.65,2513.51
101992,NORTHEAST,Middle Atlantic,PA,Cold,39871.49,1598.58
101993,MIDWEST,East North Central,WI,Cold,100962.2,1496.93
101994,SOUTH,West South Central,TX,Hot-Humid,42325.92,1543.46
101995,WEST,Pacific,CA,Hot-Dry,40149.63,778.31
101996,WEST,Pacific,CA,Marine,52158.34,1435.55
101997,MIDWEST,East North Central,MI,Cold,89975.86,1872.17
101998,SOUTH,South Atlantic,SC,Mixed-Humid,60732.61,2517.7
101999,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,31891.51,1926.68
102000,WEST,Mountain North,CO,Cold,49000.01,1580.21
102001,WEST,Pacific,WA,Marine,63946.27,1932.84
102002,NORTHEAST,New England,NH,Cold,30141.49,1058.37
102003,SOUTH,South Atlantic,NC,Mixed-Humid,53464.61,1756.18
102004,WEST,Mountain North,CO,Cold,15201.36,460.07
102005,NORTHEAST,New England,MA,Cold,68043.22,4583.84
102006,MIDWEST,West North Central,NE,Cold,161673.26,4836.66
102007,WEST,Pacific,AK,Very-Cold,48061.88,1197.86
102008,WEST,Pacific,HI,Hot-Humid,26492.84,2302.69
102009,MIDWEST,West North Central,IA,Cold,94864.16,1583.01
102010,SOUTH,West South Central,TX,Hot-Humid,42307.27,1709.02
102011,MIDWEST,East North Central,IL,Cold,53692.9,981.78
102012,SOUTH,West South Central,AR,Mixed-Humid,87832.06,2142.05
102013,NORTHEAST,New England,MA,Cold,120080.12,2742.47
102014,SOUTH,South Atlantic,SC,Mixed-Humid,84750.55,2478.64
102015,MIDWEST,East North Central,WI,Cold,82615.6,1573.1
102016,WEST,Mountain North,ID,Cold,138745.48,1562.86
102017,SOUTH,South Atlantic,MD,Mixed-Humid,33947.56,1289.08
102018,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,191783.03,3409.54
102019,MIDWEST,East North Central,OH,Cold,233891.7,6728.57
102020,SOUTH,West South Central,TX,Hot-Humid,43211.5,1465.97
102021,MIDWEST,East North Central,WI,Cold,68097.12,1622.71
102022,NORTHEAST,New England,MA,Cold,62409.58,2009.95
102023,SOUTH,West South Central,TX,Hot-Humid,169926.13,3856.29
102024,SOUTH,South Atlantic,GA,Mixed-Humid,93923.64,2613.93
102025,WEST,Mountain North,CO,Cold,159606.94,1810.08
102026,SOUTH,South Atlantic,SC,Mixed-Humid,67533.1,2066.6
102027,SOUTH,East South Central,MS,Hot-Humid,76104.73,1859.41
102028,SOUTH,West South Central,LA,Hot-Humid,45602.8,1252.92
102029,MIDWEST,East North Central,IN,Cold,67817.69,1391.66
102030,SOUTH,West South Central,TX,Hot-Humid,135641.17,2678.48
102031,NORTHEAST,New England,MA,Cold,84052.12,2324.32
102032,WEST,Mountain North,MT,Cold,87181.05,1666.2
102033,MIDWEST,East North Central,WI,Cold,20143.66,655.66
102034,MIDWEST,West North Central,ND,Cold,80369.72,2365.15
102035,MIDWEST,East North Central,IL,Cold,149428.48,2013.69
102036,WEST,Mountain North,CO,Cold,36643.29,411.5
102037,NORTHEAST,Middle Atlantic,PA,Cold,188377.93,4518.77
102038,MIDWEST,West North Central,SD,Cold,65113.29,873.3
102039,NORTHEAST,New England,VT,Cold,117184.97,1263.28
102040,WEST,Mountain South,NM,Cold,39983.42,927.4
102041,NORTHEAST,Middle Atlantic,NY,Cold,134688.59,1582.84
102042,SOUTH,West South Central,LA,Hot-Humid,101203.32,2625.32
102043,MIDWEST,West North Central,ND,Very-Cold,117532.55,1614.53
102044,SOUTH,West South Central,TX,Hot-Humid,84006.24,1855.32
102045,NORTHEAST,New England,MA,Cold,129273.57,3010.13
102046,MIDWEST,East North Central,IL,Cold,140825.35,2101.5
102047,SOUTH,West South Central,AR,Mixed-Humid,90642.87,2393.14
102048,WEST,Mountain North,WY,Cold,117639.48,2885.01
102049,WEST,Pacific,CA,Marine,74072.07,1750.11
102050,SOUTH,South Atlantic,FL,Hot-Humid,34207.48,1141.52
102051,SOUTH,South Atlantic,NC,Mixed-Humid,47661.81,1377.66
102052,SOUTH,South Atlantic,GA,Hot-Humid,33694.64,1297.98
102053,WEST,Pacific,CA,Hot-Dry,102596.46,4085.17
102054,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,222701.07,4717.58
102055,MIDWEST,East North Central,MI,Cold,185839.25,2234.13
102056,WEST,Pacific,CA,Hot-Dry,62784.25,1664.95
102057,SOUTH,South Atlantic,FL,Hot-Humid,46082.29,1527.45
102058,SOUTH,South Atlantic,GA,Mixed-Humid,41297.33,1357.11
102059,WEST,Mountain North,CO,Cold,112208.69,1743.08
102060,WEST,Mountain South,AZ,Hot-Dry,53394.51,1438.99
102061,SOUTH,South Atlantic,SC,Hot-Humid,27219.45,1217.4
102062,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,104209.47,1531.22
102063,NORTHEAST,Middle Atlantic,PA,Cold,190679.58,3585.58
102064,SOUTH,South Atlantic,NC,Mixed-Humid,96675.68,2089.76
102065,SOUTH,South Atlantic,MD,Mixed-Humid,145298.18,3497.96
102066,SOUTH,West South Central,TX,Mixed-Humid,180785.03,4411.58
102067,SOUTH,South Atlantic,GA,Hot-Humid,55820.59,1309.26
102068,SOUTH,South Atlantic,WV,Cold,64848.02,1997.86
102069,WEST,Mountain North,UT,Cold,93400.03,1309.05
102070,SOUTH,East South Central,AL,Mixed-Humid,7666.39,458.98
102071,SOUTH,East South Central,MS,Mixed-Humid,70536.11,2288.09
102072,NORTHEAST,New England,ME,Cold,138647.46,2278.17
102073,SOUTH,South Atlantic,FL,Hot-Humid,15948.75,578.27
102074,SOUTH,East South Central,TN,Mixed-Humid,202431.27,2790.46
102075,WEST,Pacific,AK,Very-Cold,242196.25,4470.04
102076,SOUTH,East South Central,TN,Mixed-Humid,71719.81,1676.37
102077,SOUTH,East South Central,TN,Mixed-Humid,61530.64,1937.48
102078,MIDWEST,East North Central,WI,Cold,24360.36,1208.09
102079,NORTHEAST,New England,CT,Cold,219040.48,7652.9
102080,SOUTH,West South Central,TX,Hot-Humid,69990.76,2013.16
102081,MIDWEST,West North Central,MO,Mixed-Humid,122383.96,2868.35
102082,MIDWEST,West North Central,ND,Cold,92284.19,2182.24
102083,MIDWEST,East North Central,IL,Cold,90084.02,1427.82
102084,WEST,Mountain South,AZ,Cold,9036.06,385.57
102085,SOUTH,East South Central,KY,Mixed-Humid,56328.07,1295.39
102086,MIDWEST,East North Central,WI,Cold,104719.43,2048.14
102087,SOUTH,South Atlantic,GA,Mixed-Humid,38132.96,1432.69
102088,MIDWEST,West North Central,NE,Cold,16988.39,525.73
102089,NORTHEAST,New England,VT,Cold,90665.89,2075.52
102090,MIDWEST,West North Central,ND,Very-Cold,93983.3,997.62
102091,SOUTH,West South Central,TX,Hot-Humid,74940.44,2381.78
102092,SOUTH,West South Central,TX,Hot-Humid,35359.65,1066.14
102093,SOUTH,South Atlantic,GA,Mixed-Humid,71511.6,2050.3
102094,SOUTH,West South Central,TX,Hot-Humid,99162.66,2607.28
102095,SOUTH,South Atlantic,NC,Mixed-Humid,46865.98,1357.48
102096,SOUTH,South Atlantic,MD,Mixed-Humid,51677.14,1303.41
102097,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,85200.51,2491.67
102098,WEST,Mountain South,NV,Hot-Dry,60236.6,1261.79
102099,WEST,Mountain North,CO,Cold,38843.45,1302.62
102100,WEST,Mountain North,ID,Cold,118738.07,2154.4
102101,NORTHEAST,New England,CT,Cold,145317.43,4707.3
102102,WEST,Pacific,WA,Marine,46551.94,1635.76
102103,NORTHEAST,New England,VT,Cold,110787.78,2518.02
102104,MIDWEST,West North Central,MN,Cold,85640.07,916.22
102105,NORTHEAST,Middle Atlantic,PA,Cold,47545.21,1543.25
102106,SOUTH,West South Central,LA,Hot-Humid,13308.67,511.11
102107,NORTHEAST,Middle Atlantic,PA,Cold,55222.85,2057.13
102108,SOUTH,South Atlantic,FL,Hot-Humid,49057.89,1605.51
102109,SOUTH,South Atlantic,SC,Hot-Humid,44106.91,1677.04
102110,MIDWEST,West North Central,MN,Cold,178182.5,3522.83
102111,NORTHEAST,Middle Atlantic,NY,Cold,81899.43,1655.75
102112,SOUTH,South Atlantic,MD,Mixed-Humid,103429.13,2963.21
102113,SOUTH,South Atlantic,GA,Mixed-Humid,129650.62,3648.26
102114,NORTHEAST,New England,NH,Cold,51415.69,1090.38
102115,WEST,Pacific,OR,Marine,137597.62,2639.68
102116,NORTHEAST,New England,CT,Cold,138553.19,3483.48
102117,NORTHEAST,New England,CT,Cold,37215.03,1319.72
102118,WEST,Pacific,WA,Cold,57507.12,1644.86
102119,WEST,Mountain North,UT,Cold,98612.33,1671.33
102120,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,50842.35,1665.4
102121,SOUTH,South Atlantic,VA,Mixed-Humid,39825.6,1169.96
102122,SOUTH,South Atlantic,FL,Hot-Humid,35743.53,1021.51
102123,MIDWEST,West North Central,ND,Cold,145046.11,3651.85
102124,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,137748.97,1209.29
102125,MIDWEST,East North Central,MI,Cold,86686.34,1068.89
102126,SOUTH,South Atlantic,FL,Hot-Humid,25273.31,858.5
102127,WEST,Mountain South,NM,Mixed-Dry,111907.78,2219.21
102128,MIDWEST,East North Central,IL,Cold,94176.31,1937.36
102129,NORTHEAST,Middle Atlantic,NY,Cold,119502.12,1869.73
102130,SOUTH,South Atlantic,GA,Mixed-Humid,173622.58,3091.88
102131,MIDWEST,East North Central,IN,Cold,106045.27,1925.2
102132,SOUTH,East South Central,TN,Mixed-Humid,74747.74,2371.31
102133,NORTHEAST,New England,MA,Cold,137762.26,2958.88
102134,SOUTH,South Atlantic,MD,Mixed-Humid,50028.6,1826.41
102135,WEST,Pacific,WA,Marine,80086.06,1408.69
102136,MIDWEST,West North Central,MN,Cold,100357.66,2126.71
102137,SOUTH,South Atlantic,NC,Mixed-Humid,73927.01,1438.3
102138,WEST,Pacific,HI,Hot-Humid,18991.87,1626.62
102139,NORTHEAST,Middle Atlantic,NY,Cold,122614.64,1511.31
102140,SOUTH,East South Central,KY,Mixed-Humid,78229.09,2470.6
102141,WEST,Mountain North,CO,Cold,143048.1,1970.84
102142,MIDWEST,West North Central,MN,Very-Cold,119014.1,2268.23
102143,SOUTH,South Atlantic,FL,Hot-Humid,40512.32,1317.33
102144,NORTHEAST,New England,CT,Cold,286199.31,5455.25
102145,MIDWEST,East North Central,IN,Cold,177917.04,2516.53
102146,WEST,Pacific,AK,Subarctic,262566.9,6160.35
102147,WEST,Pacific,OR,Marine,55975.34,1756.11
102148,MIDWEST,East North Central,IN,Cold,31046.59,670.37
102149,WEST,Mountain North,MT,Cold,160308.67,2592.8
102150,SOUTH,South Atlantic,DE,Mixed-Humid,34657.54,1361.88
102151,SOUTH,West South Central,LA,Hot-Humid,85859.83,2175.46
102152,WEST,Pacific,CA,Hot-Dry,50913.77,1706.47
102153,WEST,Mountain North,CO,Cold,65435.7,824.17
102154,SOUTH,South Atlantic,GA,Hot-Humid,63025.82,1978.61
102155,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,14277.46,487.61
102156,SOUTH,South Atlantic,NC,Mixed-Humid,77595.65,2107.1
102157,MIDWEST,West North Central,KS,Mixed-Humid,62952.04,1410.21
102158,WEST,Pacific,WA,Marine,25127.06,739.68
102159,SOUTH,South Atlantic,GA,Hot-Humid,38610.7,1500.03
102160,MIDWEST,West North Central,MO,Mixed-Humid,131305.47,2397.16
102161,WEST,Mountain South,AZ,Hot-Dry,32483.46,1432.72
102162,SOUTH,West South Central,TX,Hot-Humid,15049.73,526.82
102163,WEST,Pacific,CA,Marine,8719.63,500.26
102164,SOUTH,South Atlantic,SC,Mixed-Humid,33973.73,1229.88
102165,WEST,Mountain South,AZ,Hot-Dry,23398.73,797.24
102166,SOUTH,West South Central,TX,Hot-Humid,33388.84,762.71
102167,WEST,Mountain North,UT,Cold,141756.84,2758.65
102168,MIDWEST,East North Central,IL,Cold,62489.82,894.5
102169,MIDWEST,West North Central,MO,Mixed-Humid,165765.67,2612.21
102170,SOUTH,South Atlantic,VA,Mixed-Humid,46389.79,1702.65
102171,MIDWEST,East North Central,MI,Cold,109920.29,1749.63
102172,NORTHEAST,New England,RI,Cold,26870.73,801.96
102173,SOUTH,West South Central,LA,Hot-Humid,65090.96,1316.29
102174,SOUTH,West South Central,TX,Hot-Humid,111018.59,1794.31
102175,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,13471.01,739.93
102176,WEST,Mountain South,NM,Cold,51333.62,1194.16
102177,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,47630.09,2480.89
102178,WEST,Mountain North,UT,Cold,100580.54,1298.94
102179,WEST,Pacific,WA,Marine,78614.14,2036.41
102180,MIDWEST,East North Central,IL,Mixed-Humid,101830.08,2222.0
102181,SOUTH,East South Central,AL,Mixed-Humid,114538.62,3430.46
102182,SOUTH,West South Central,TX,Hot-Humid,74600.1,3291.05
102183,MIDWEST,West North Central,ND,Cold,118823.09,1426.41
102184,SOUTH,South Atlantic,WV,Mixed-Humid,72247.04,2217.0
102185,WEST,Pacific,CA,Hot-Dry,78362.12,743.79
102186,SOUTH,West South Central,AR,Mixed-Humid,55263.72,1338.18
102187,NORTHEAST,New England,ME,Cold,74029.2,2494.22
102188,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,150284.83,934.13
102189,MIDWEST,East North Central,OH,Cold,188797.19,5633.36
102190,SOUTH,South Atlantic,NC,Mixed-Humid,103817.8,2118.42
102191,WEST,Mountain South,NM,Mixed-Dry,89062.79,1268.06
102192,SOUTH,East South Central,TN,Mixed-Humid,39035.66,1250.5
102193,SOUTH,West South Central,LA,Hot-Humid,90551.6,2367.73
102194,MIDWEST,East North Central,IL,Cold,190572.84,2365.64
102195,MIDWEST,East North Central,IN,Mixed-Humid,44499.44,1343.57
102196,NORTHEAST,New England,VT,Cold,49698.91,1376.58
102197,MIDWEST,West North Central,NE,Cold,84628.54,1374.6
102198,NORTHEAST,Middle Atlantic,NY,Cold,79667.2,1798.23
102199,NORTHEAST,Middle Atlantic,NY,Cold,42929.61,804.59
102200,NORTHEAST,Middle Atlantic,NY,Cold,205032.66,4077.7
102201,SOUTH,West South Central,LA,Hot-Humid,73037.54,2029.05
102202,SOUTH,South Atlantic,NC,Mixed-Humid,54667.9,1453.4
102203,MIDWEST,West North Central,MN,Very-Cold,115668.99,2854.58
102204,NORTHEAST,Middle Atlantic,PA,Cold,42674.43,1080.97
102205,NORTHEAST,New England,NH,Cold,137824.81,2747.6
102206,MIDWEST,East North Central,IL,Cold,95547.5,1421.19
102207,SOUTH,South Atlantic,DE,Mixed-Humid,28703.94,930.77
102208,SOUTH,South Atlantic,NC,Mixed-Humid,53675.31,1381.87
102209,SOUTH,West South Central,LA,Hot-Humid,41305.56,1295.8
102210,SOUTH,South Atlantic,MD,Mixed-Humid,107336.06,1106.53
102211,NORTHEAST,New England,VT,Cold,126551.27,2211.42
102212,NORTHEAST,Middle Atlantic,PA,Cold,27632.26,930.26
102213,SOUTH,South Atlantic,VA,Mixed-Humid,45709.95,1503.31
102214,SOUTH,East South Central,KY,Mixed-Humid,62888.39,1309.3
102215,WEST,Mountain South,NV,Hot-Dry,101481.24,2324.58
102216,WEST,Mountain South,AZ,Hot-Dry,50435.76,1590.94
102217,NORTHEAST,New England,NH,Cold,59441.07,2238.23
102218,MIDWEST,East North Central,IN,Mixed-Humid,112798.82,2329.64
102219,SOUTH,South Atlantic,NC,Mixed-Humid,41617.84,1215.12
102220,NORTHEAST,New England,MA,Cold,63019.67,2167.85
102221,SOUTH,East South Central,AL,Mixed-Humid,136572.88,4828.24
102222,NORTHEAST,New England,MA,Cold,35469.91,1126.59
102223,WEST,Pacific,CA,Hot-Dry,47710.75,1415.88
102224,MIDWEST,West North Central,ND,Very-Cold,85328.82,1486.98
102225,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,119102.42,3024.5
102226,MIDWEST,West North Central,NE,Cold,39650.62,1028.39
102227,SOUTH,West South Central,TX,Hot-Humid,45141.07,1645.42
102228,WEST,Mountain North,MT,Cold,70202.4,1261.49
102229,WEST,Mountain North,CO,Cold,112050.84,1437.87
102230,SOUTH,South Atlantic,DC,Mixed-Humid,102605.71,1569.36
102231,WEST,Pacific,WA,Marine,104826.8,1689.14
102232,WEST,Pacific,AK,Subarctic,22761.41,919.89
102233,WEST,Pacific,WA,Marine,111320.73,1925.34
102234,MIDWEST,West North Central,IA,Cold,59932.24,1681.35
102235,NORTHEAST,New England,MA,Cold,36147.03,1641.05
102236,SOUTH,East South Central,KY,Mixed-Humid,51197.9,1702.07
102237,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,11936.89,678.56
102238,SOUTH,South Atlantic,NC,Mixed-Humid,44397.59,955.55
102239,SOUTH,South Atlantic,VA,Mixed-Humid,62886.86,1265.01
102240,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,142992.06,2236.93
102241,NORTHEAST,New England,VT,Cold,45690.39,1737.13
102242,SOUTH,East South Central,TN,Mixed-Humid,130051.28,3673.66
102243,SOUTH,West South Central,LA,Hot-Humid,65548.1,1450.55
102244,SOUTH,South Atlantic,SC,Mixed-Humid,58641.25,1578.03
102245,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,45224.19,2299.68
102246,NORTHEAST,New England,VT,Cold,273050.94,6203.88
102247,MIDWEST,East North Central,OH,Cold,63148.13,1059.46
102248,SOUTH,South Atlantic,MD,Mixed-Humid,24343.23,862.88
102249,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,143104.23,2462.62
102250,WEST,Pacific,HI,Hot-Humid,29064.6,251.34
102251,SOUTH,East South Central,MS,Hot-Humid,61536.12,1970.58
102252,SOUTH,East South Central,MS,Mixed-Humid,91743.04,1825.25
102253,WEST,Pacific,AK,Subarctic,32277.67,2077.44
102254,SOUTH,South Atlantic,VA,Mixed-Humid,51052.15,1856.97
102255,WEST,Pacific,CA,Marine,52665.33,1613.91
102256,NORTHEAST,New England,CT,Cold,67320.32,1707.45
102257,NORTHEAST,Middle Atlantic,PA,Cold,123948.92,2169.86
102258,WEST,Mountain North,CO,Cold,113306.55,1446.49
102259,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,120303.22,2954.96
102260,SOUTH,South Atlantic,FL,Hot-Humid,29153.94,480.58
102261,WEST,Pacific,CA,Hot-Dry,57935.36,2100.05
102262,MIDWEST,West North Central,ND,Very-Cold,127742.37,1745.04
102263,SOUTH,South Atlantic,SC,Hot-Humid,99040.7,2472.17
102264,WEST,Pacific,CA,Hot-Dry,30581.93,1007.12
102265,WEST,Mountain South,AZ,Hot-Dry,127500.6,3629.27
102266,MIDWEST,East North Central,MI,Cold,84004.1,2735.74
102267,WEST,Mountain South,AZ,Hot-Dry,71061.27,3254.34
102268,NORTHEAST,New England,CT,Cold,70964.78,2138.53
102269,WEST,Pacific,CA,Hot-Dry,30123.35,889.68
102270,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,82923.22,709.04
102271,SOUTH,West South Central,OK,Mixed-Humid,67515.79,1386.75
102272,SOUTH,West South Central,AR,Mixed-Humid,86227.4,1763.13
102273,WEST,Pacific,CA,Hot-Dry,79489.96,2628.76
